id,document,label,label2
5602,군요금제 사용중입니다,0,0
5603,지니뮤직이 무료라서 사용했는데 어떻게 지니뮤직을 무료로 사용할 수 있나요,0,0
5604,한두명도 아니고 많은 분들이 곡 바꿀 때 느리다 버퍼링이 심하다 라고 하는데 한결같이 단말이 재부팅 하라는 답이 좀 웃기네욤 ㅋㅋㅋ여태 쓰면서 이렇게 느린적이 없었는데 한두명도 아니고 여러명이 리뷰까지 쓸 정도면 수신상태 등을 논할게 아니라어플 문제인지 먼저 한번은 확인해봐야하는거 아닌가요,0,2
5605,너무편하고 다른곳 쓰다가 넘어옴 ㅋㅋ,1,-1
5606,이벤트가 너무좋아욘 업데이트되서 잘쓰는중 ㅎㅎ,1,-1
5607,최근에 애플워치 단독으로는 음악 재생이 전혀 안됩니다,0,1
5608,셀룰러 모델에 개통했거든요,1,-1
5609,아이폰이 근처에 있으면 되고 아니면 음악재생이 전혀 안되고 핸드폰을 놔두고 다니는 일이 많아서 너무 답답하네요 지니 말고 네이버나 다른 데이터 쓰는 앱은 잘됩니다 ㅠ,0,0
5610,아니 설정에서 사용자가 매뉴순서 상하 변경 가능하던것도 없어져서 레이아웃 변경도 안되고 뮤직허그는 메뉴를 몇번을 들어가야 하는거야 ㅡㅡ,0,3
5611,아니 이따구로 업뎃하네 짱나게 기존 버전이 훨 나은듯 ㅡㅡ 빨리좀 개선좀 ㅡㅡ,0,3
5612,기능은 뭐 다 좋은데 바뀐 아이콘 넘 별로에요 가 세로로 넘 길어 전 디자인에서 조금만 바꾸면 어떨까요,0,3
5613,어떤 노래는 가사가 파랑색으로 되면서 노래랑 같아 따라가는데 어떤 노래는 그게 안돼요ㅠㅜ 가사 전체보기해야지 가사를 볼수 있고 그렇네요,0,3
5614,이거 통일해 주세요,0,3
5615,다 좋은데 몇달 계속 쓰다가 또 결제하는 날이라 결제를 했는데 결제안된거처럼되는 경우도 있네요처리를 빠르게 부탁한다고 했지만 처리되는것도 없고 시간으로 상담이 되는거였음,0,3
5616,좋겠어요,0,3
5617,리뷰 작성을 잘 안하는 편인데 남겨요,0,0
5618,예전부터 계속 네트워크가 원활하지 않아 재요청 중이다,0,5
5619,라는 알림이 뜨면서 노래 재생이 안되네요,0,1
5620,제 핸드폰 데이터는 잘 되는데 말이죠ㅠㅠ,0,5
5621,개선부탁드립니다,0,3
5622,업데이트 하면서 아이폰 어두운 테마가 없어진 거 같아요ㅠㅠㅠㅠㅠㅠ,0,3
5623,어두운 테마 아이폰 되게끔 다시 업데이트 가능할까요,0,3
5624,곡 하나씩 삭제할 수 있게 해주세요,0,3
5625,제발 ㅠㅠ마이에 들어가서 플레이리스트에 들어가서 편집가서 그 곡 찾아서 삭제하는거 진짜 넘 싫어요 ㅠ ㅠ,0,3
5626,플레이리스트목록에서 바로 삭제할 수 있게 해주세요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,0,3
5627,운동 중에 타이머로 시간맞추면서 운동하는데타이머울릴때마다 음악이 정지됩니다,0,1
5628,상당히 거슬리네요 예전엔 안그랬는데개선바랍니다,0,3
5629,굿모닝 기능 다시 살려주세요 ㅠㅠㅠ,0,3
5630,아이폰 알람 이제 제귀에 들리지 않아요,0,3
5631,플레이리스트에 지정해서든 임의재생이든 상관없으니 굿모닝 기능 부탁드려요,0,3
5632,검색하고 통합검색란이 뜨면 그부분이 아이패드에 맞지 않고 아이폰 화면으로 뜨네요,0,1
5633,굉장히 큰 아이콘들이 보여집니다 곡 아티스트로 가면 패드에 맞게 다시 작아지구요,0,3
5634,업데이트 부탁드립니다,0,3
5635,아이폰입니다,0,0
5636,에어팟 한쪽만 꼽고있다가 빼고 좀있다가 끼면 음악이 초 나오고 멈추는데 꼽으면 재생 정상적으로 되게 고처야할거같습니다,0,1
5637,갤럭시 쓸땐 됐는데 아이폰은 안되네요 ㅇ,0,0
5638,애플 정책 때문에 그런가,0,0
5639,직접 다음 곡으로 넘길 경우 바로 노래가 나오지 않고 너무 느려요,0,2
5640,가운데 노래 정지 버튼에서 하늘색 로딩되는게 몇 번이나 돌아가고 다음 곡이 나오는지 오죽하면 어플을 끄고 다시 재생할 정도에요왜 이러는지다른건 너무 만족합니다,0,2
5641,다 좋은데 일본 노래에 가사 일본어만 나와서 읽을 수가 없어용 ㅠㅠ 일본어 발음을 한국어로 적은 거 업데이트 해주시면 안댈까요,0,3
5642,로딩도 갑자기 너무 길고 네트워크가 원활치 않아 자동로그인에 실패 했습니다 라고 뜨네요 로그인하러 들어갔더니 러그인도 안돼유,0,5
5643,음악을 틀면 잠금화면에 그음악 자켓이 나오지 않 습니까,0,0
5644,그런데 어떤 노래틀어도 지금 한자켓으로만 고정되어 있습니다,0,1
5645,재생목록 정렬을 에서 아티스트순으로하면가나다라순으로 되는데어플에서하면 가나다라하 순으로 됩니다,0,3
5646,기존대로 가나다라순으로 바꿔주세요 ㅜ,0,3
5647,잘 쓰고 있는데 계속 업데이트 하라고 떠서 업데이트 하는데 계속 실패되고 그후로 노래 재생도 안되네요답변 꼭 부탁드립니다,0,1
5648,너무 바특하게 적용되어서 검색창이나 찾기 아이콘돋보기모양이 배터리표시에서 거의 미리 떨어져있는것 같아요,0,3
5649,그래서 잘 눌러지지도 않는다는빨리 좀 업데이트 해주세요,0,3
5650,폰 산지 달 됐는데 이번 새로나온거 업데이트 이후에 지니어플이 튕기는 빈도가 너무 높아졌습니다,0,1
5651,하루에 번 정도 혹시 그냥 제 폰 문제인가요,0,0
5652,워치 사용중인데 워치 단독 스트리밍 실행되면 좋겠네요지니 가입되어 있어서 워치 단독 앱 지원하는 바이브나 애플뮤직 가입하기도 주저되는데 지원 계획없으면 바이브나 애플뮤직쪽으로 이동할까합니다,0,3
5653,차에서 노래를 자주 듣습니다,1,-1
5654,근데 툭하면 음성검색 화면이 나오면서 음악이 끊기고 다음 정차할때까지 노래는 못듣고 오늘은 시간 주행하는데 번 끊겨서 라디오 들으면서 왔습니다,0,2
5655,설정을 아무리 뒤져봐도 음성검색 기능을 해제하는건 안보이더라구요,0,3
5656,좀 해주십쇼,0,3
5657,애플워치에서 맨처음은 동기화가 잘 되고 있었는데 처음만 되고 그 이후엔 잘 안되더라고요 혹시몰라,0,1
5658,애플워치 내에서 앱을 삭제 한후 다시 설치해보니 이제는 동기화조차 안돼고 핸드폰에서 로그인했는데도 로그인 후에 다시 연결하라고 뜨더라고요 애플워치와의 동기화 개선이 되었으면 좋겠습니다,0,2
5659,업데이트 할 수록 불편함은 사용자 몫이죠,0,0
5660,노래 검색했을때 같은 곡명 검색 결과 더보기 가 한두개도 아니고 다닥다닥 계속 나오는데아 너무 불편합니다,0,3
5661,노래 찾는데 정신 없어요,0,3
5662,사라져주면 안되겠습니까,0,3
5663,부탁합니다,0,3
5664,위젯 추가할수 있게 만들어주셨으면 좋겠어요,0,3
5665,네트워크가 원할하지 않아 재접속 중입니다,0,5
5666,가 계속뜹니다,0,0
5667,지니를 사용하고 계속이러고있네요,0,0
5668,데이터도 무제한이고 다른앱은 엄청 빠르게 작동되는데 ㅈ니만 이래요 고쳐주세요ㅠ,0,5
5669,앱이 너무 못생겼어요 ㅜㅡㅜ,0,3
5670,노래 추천하려고 우디 캡쳐해서 올릴려고 해도 못생겨서 꺼려져요,0,3
5671,딱히 불편한 건 없어서 좋습니당,1,-1
5672,아까까지 잘 되던게 갑자기 네트워크 오류 뜨고 데이터랑 와이파이 껐다켜도 안되네요 돈 내고 들으면서 이렇게 불편하니까 다른 앱으로 갈아타고 싶을 정도예요,0,5
5673,업데이트가 문제인가요 해결 좀 해주세요,0,3
5674,그런데 노래 정렬을 앨범제목순으로 정렬할 수 있도록 해주시면 안 될까요 고려해주세용,0,3
5675,일단 휴대폰은 아이폰이고요 오늘 이용권을 구매했는데 이용권이 안와요 저는 한달에 한번씩 매번 결제를 하는데 이번에 처음으로 이용권이 안오네요,0,2
5676,다시 결제버튼을 누르고 승인을 하면 이미 구매한 목록이라고 무료로 복원이 된다고는 뜨지만 여전히 이용권이 안오네요 아이폰 설정에 들어가서 구매내역을 보면 처리중이라고만 뜨고 더이상 뭐가 없어요,0,2
5677,카드에서 결제는 됐다고 문자는 왔는데 이용권은 처리중이라고 뜨고 결제는 됐는데 이용권은 안오고 답답합니다,0,2
5678,넷플릭스처럼 지니뮤직도 여러개의 기기를 연결해 다른 곳에서도 사용이 가능했으면 좋겠습니다,0,3
5679,천곡이 너무 적어서 ㅠㅠㅠ 천곡이상 목록에 추가가능하면 좋겠습니다,0,3
5680,제발요 ㅠㅠㅠ,0,0
5681,둘 다 쓰는데 둘 다 좋아요,1,-1
5682,각 단점도 있고 근데 진짜 멜론보다 불편하다고 느끼는 이유는 다음 노래로 넘어갈때 너무 느려요,0,2
5683,와이파이인 상태에서 특히 그래요 이것만 아니면 참 괜찮을거 같아요,0,2
5684,의 라는 노래좀 추가해주세요,0,4
5685,예전엔 국내 최다 곡수 자랑했던거 같던데 그런 말도 어느새 없어졌네요,0,4
5686,멜론은 만곡 이상이라는데지니는 뭐죠,0,4
5687,그동안 꾸준히 잘 쓰고 있었는데 아이폰 업데이트 이후에 네이버 어플과 함께 사용하니 오류가 나네요 수정해주세요,0,1
5688,마이앨범에 저장한 곡들을 들을때여러곡을 클릭할때 제가 클릭한 순서대로 재생되게 해주시면 안되용ㅠㅠㅠ 듣고싶은거 순서대로 눌려두 가나다 순으로 재생이 되서요ㅠ,0,3
5689,그리고 다음노래로 넘어갈때 버퍼링 심해오,0,2
5690,지속적인 업데이트로 최악의 디자인에서 벗어난거같지만 타사에 비해서 음원이랑 맥용 앱은 아직인가요 개발좀해주세요,0,3
5691,트위터등 다른 앱과 사용할때 타임라인에 미리보기라도 동영상이 있으면 노래가 멈춥니다,0,1
5692,너무 불편해요,0,0
5693,원래 이러지 않았는데 확인 부탁드립니다,0,1
5694,스트리밍 처음 곡까지만 잘 되고 다음 곡 누르면 계속 로딩중 버퍼링 뜨다가 재접속 하고 진짜 못 쓰겠어요,0,2
5695,맨날 곡 정도 들으면 다음 곡 눌러도 로딩되다 안 나와서 강제종료 하고 다시 들어가서 또 검색해야 되고 안 고쳐지면 그냥 다른 데서 들을게요 너무 불편하네요,0,1
5696,네트워크 상태가 안 좋은 것도 아닌데,0,5
5697,왜이렇게 혼자 네트워크가 안된다고 로그인 다시하라로그인하려니 무한로딩또 안돼폰이 문젠가 싶어서 다른 유튜브나 어플 켜서보니깐 잘만 돌아가고 지니만 무한로딩이에요,0,5
5698,이름은 어떻게 하나요 아래 써있는대로 자리영문소문자 이렇게 했는데도 안돼서 그냥 이름은 마음대로 했으면 좋겠어요 ㅠㅠ,0,3
5699,엠넷쓰다가 넘어온 아이폰 이용자입니다,1,-1
5700,다 좋은데 배경화면 밑에 기능바로 지니 컨트롤이 안되고 잠금화면 일때도 정지 앞으로 뒤로가기가 안되서 어플 들어가서 컨트롤 해야합니다,0,3
5701,업데이트 부탁드릴게요,0,3
5702,가끔 와이파이 연결이 끊겨서 로그인을 다시 해야하는 경우가 있는데 이 때 마다 무한로그인을 해야 되네요 카카오톡 아이디로 사용중인데 간펴로그인하기 누르면 뭔가 될 거처럼 로딩중 로고가 뜨다가 다시 원상태로 돌아오네요,0,2
5703,지금 분째 로그인버튼 누르고 있습니다,0,2
5704,오늘 안에 로그인 할 수는 있겠죠,0,2
5705,저번엔 네시간 정도 걸렸는데 약정 때문에 억지로 지니 써야되는게 너무 열받네요 멜론 반만큼만 합시다,0,0
5706,전화도잘터지고 네이버어플도 켜지고 유투부동영상재생도 잘 되는데 지니뮤직만 네트워크가불안정하다고 노래재생 안되고 자동로그인도 안된다면 이건 통신사 문제도 아니고 핸드폰문제도 아니고 지니뮤직 어플문제인거같은데요,0,2
5707,원래 엠넷썼는데 엘지가 지니뮤직으로 바꼈다,1,-1
5708,그래서 이걸로 반강제 쓰게됐는데 그냥 돈 오천원 더주고 엠넷이나 멜론쓰는게 나을듯 ㅡㅡ 허구헌날 네트워크불안정이래,0,5
5709,그럼 안정적일땐 언젠데요,0,0
5710,갤럭시 탭으로 실행하면 굿모닝기능이 있는데아이폰에는 없네요ㅠㅠㅠ,0,3
5711,이게 너무 아쉬워요추가해주셨으면 좋겠어요,0,3
5712,제곧내핸드폰 저장공간이 부족해서 앱 정리 중인데요,0,0
5713,재생리스트에 곡을 줄여도 문서 및 데이터 용량이 안줄어드네요 앱이 기가 정도 차지하는데 문거 및데이터 크기 줄이는 법 알려주세요,0,0
5714,이번 업데이트는 역대급 수퍼 그레잇 음원도 정말 좋습니다,1,-1
5715,음향장비를 업글하고 싶은 욕망이,1,-1
5716,재생목록에 있는 노래 듣다가 다시 어플 재실행하면 이전에 듣던곡이 재생돼야되는데 플레이리스트 곡이 재생돼요 리뷰에 저말고도 같은 증상으로 불편하단 글이랑 트위터 이슈라는 답변도 봤는데 전 지니어플 최신버전이고 트위터는 쓰지도 않는데 왜그런거죠,0,1
5717,웹에서 이용권 해지 설정 없음 무조건 앱 깔아야만 함이용권 해지하려고 보니까 이미 결제됐다고 해지 안됨 ㅋ,0,0
5718,정기결제 설정이라면서 이번달 결제됐다고 해지 안되는건 무슨경우임,0,0
5719,어디서 해지하란 말임,0,0
5720,개 쓰레기같음 ㅋㅋ,0,0
5721,지니뮤직 기가지니 시스템 다 개구림 빨리 이용권 해지해주고 환불이나 해주세요,0,0
5722,이용권구매 결제 취소를 하고 싶은데 어디서 어떻게 하는지 너무 어렵습니다ㅠㅠ,0,0
5723,쉽게 좀 가르쳐주세요ㅠㅠ,0,0
5724,데이터 빵빵한데 무슨 데이터 연결이 안된다는 건지지니뮤직 빼고 다 되는데 아니 돈주고 이용권 구매해서 하는데 못 듣게 하면 어쩌자는 건지 이갓도 환불해주나 보니까 이런 오류 한 두번도 아님,0,5
5725,것 같은데 인터넷으로도 못 듣고 이런 그지같은 경우가 잏나 개빡쳐서 해지하고 갈아탈거임,0,5
5726,재생이 안 되는것도 있네요 ㅠㅠ,0,1
5727,진짜 좋은 노래가 없는것도 있고 ,0,4
5728,얼른 좋은 노래가 더 많아지고 ,0,4
5729,재생 안되는 노래도 재생되게끔 됐으면 좋겠네요 ㅠㅠㅠㅠ,0,1
5730,저만 그런거요 말 그래로 검색을 하면 예전처럼 노래들이 쫙 나와야 하는데 노래가 안 나오고 그 노래가 포함된 플레이리스트만 나오네요,0,3
5731,넘 불편해서 빨리 고쳐주셨으면 합니다,0,3
5732,노래 다음곡으로 넘길때 그냥 바로 넘겨졌으면 좋겠어요,0,3
5733,그리고 쓸데없는 컨텐츠가 너무 많아요,0,3
5734,더 직관적이였으면 좋겠어요,0,3
5735,인스타 스토리 공유 기능이 특히 좋고나머지 부분도 다 너무 유용한 업데이트네요,1,-1
5736,계속 쓰고 있고 너무 좋아요,1,-1
5737,근데 굿모닝 기능 왜 아이폰에는 지원이 안되나요 안드로이드에서 쓸 때 너무 좋았는데제발 아이폰도 굿모닝 기능 지원해주세요,0,3
5738,뮤직허그 잘 애용하고 있는 사람입니다,1,-1
5739,업데이트 하고나서부터 뮤직허그 중 실시간채널들은 앨범만 띄워지니 무슨 노래들이 재생중인지 모르겠네요,0,3
5740,무슨 노래가 틀어지고 있는지 보고 들어가는데 옆으로 넘기는 방식도 불편합니다,0,3
5741,그냥 예전처럼 일렬로 나열되있는게 훨씬 낫네요,0,3
5742,잘 쓰다가 들을 때마다 다음 곡으로 넘어가면 로딩이 너무 심해요,0,2
5743,그리고 듣던 노래가 아예 끊기기도 하구요,0,2
5744,늘 데이터로 들어서 끊길 수가 없는데 요즘 지니 들을 때마다 계속 노래가 끊기고 로딩이 심하네요 고쳐주세요,0,2
5745,제발 제일 기본적인 부분이 이러면 어쩌자는 거예요,0,0
5746,설정화면을 봐도 찾을 수가 없네요,0,0
5747,폰트 설정만 있고 색상 변경할 수 있게 해주세요,0,3
5748,몇년째 사용해왔는데요,1,-1
5749,이용권 구매할때마다 오류인건지 따로 문의해야하고뭔가 시스템이 바뀐건가요 ㅠㅠ,0,0
5750,그 전까지는 잘 되다가 이용권 결제하고 노래 들으려고 하니가 갑자기 앱 실행이 안되네요ㅡㅡ,0,1
5751,이용권 결제하니 갑자기 앱 실행이 안되는건 무슨 경우죠 혹시나 와이파이나 데이터 문제일까봐 다른 인터넷 사용해봤더니 잘 되더라구요,0,1
5752,지니 문제네요 앱을 몇번 삭제했다가 깔고 핸드폰을 몇번 껐다 켰다 한줄 모르겠네요ㅡㅡ,0,1
5753,보니까 오류 종종 나던데 이런것좀 빨리 고치세요,0,1
5754,사용하는데 너무 불편하네요,0,0
5755,로그인이 안되네요 지니 이용한지 거의 일년 좀 안되는것 같은데요,0,2
5756,종종 로그인이 안되는 일이 발생하네요 네트워크가 원할하지 않는다면서요,0,2
5757,인터넷을 잘 되는데 이런 문제점 빠른게 개선 했으면 좋겠습니다,0,5
5758,아이폰입니다,0,0
5759,지니로 스트리밍중 카메라실행시켜서 사진찍고 홈버튼눌러서나가면 재생이멈춥니다,0,1
5760,다시재생버튼눌러도 재생버튼은눌리지만 노래안나오고 시간도안갑니다 앱껏다켜야 다시재생되는데 문제 해결부탁드립니다,0,1
5761,업뎃해도 카메라 작동하고 나면 멈춰요,0,1
5762,더구나 스트리밍중에 곡 넘기는거 여러번 넘기면한 번 이상 곡 재생 안돼도 렉먹던데다른 뮤직 어플로 갈아타야되마 심각하게 고민중,0,1
5763,전에는 안그랬는데 로 업데이트 하면서 자꾸 한 세곡 재생하고 끊겨요 ㅠㅠㅠ 답답해 죽겠어요,0,2
5764,끊기면 재생멈춤,0,1
5765,한참 반복클릭하면 또 재생되고 제발 고쳐주세여,0,1
5766,플레이가 아예 안되는건 대체 뭐죠 와이파이도 아니고 에 다른 프로그램은 잘 반응 하는데 유독 지니만 항상 주기적으로 멈추고 음악 안나오고 끊기고 그러네요 정액제 할인 받아서 계속 사용해오고 있기는 한데 이렇게 계속 렉걸리니까 안쓰고 싶어요,0,1
5767,곡 선택하면 하트누른 누계가 바로 보였는데 바로 뜨지 않아서 곡의 인기정도를 알 수가 없어 불편합니다,0,3
5768,왜 곡정보를 눌러야만 뜨나요ㅠㅠㅠ,0,3
5769,전처럼 곡 누르면 바로 하트누계가 나왔으면 좋겠습니다,0,3
5770,신곡나올때마다 사용자가 많아져서 그런지 몰라도 계속 네트워크 상태가 안좋다고 뜨고 데이터 와이파이 빵빵한데도 들어가는게 접속지원된다고 들어갈수가 없네요,0,5
5771,제돈주고 듣는거면 이런경우는 없어야되는거 아닌가요 한두번도 아니고 몇번이나 이러니 정말 미치겠네요,0,0
5772,멜론년넘게 사용해도 단 한번도 이런적 없었는데 지니는 개월도 안됐는데 한달에 한번꼴이네요 ㅡㅡ,0,0
5773,새 노래가 나올 수록 원래 좋아하고 듣던 노래에서 추가하는데 천을 안 넘어가서 그 안에서 좋아하는 노래 지우는 것도 힘들고 좀 더 많이 듣고 싶어요,0,3
5774,그것만 추가하면 더 완벽해질 것 같아요,0,3
5775,개인적으로 멜엠 다 써보고 그래도 지니에서 매번 홍보하는 것처럼 최다음원 보유라 그래서 거의 일년 넘게 쓰고 있는데 업데이트 할수록 점점 쓰기 불편해 지는 것 같아요,0,3
5776,이번에 지니어스 그건 설정 다 찾아봐도 끄는법도 못찾겠고 쓰면 쓸수록 사용하기 불편해지네요곡 개별검색해서도 내 재생목록에서 듣다가도 마이앨범에 추가 하는 기능도 없어진건지갈아타야 될지 고민이네요,0,3
5777,광고만 점점 커지고,0,0
5778,왜 잠금화면에서 일시정지나 다음곡 넘기기가 안되나요,0,1
5779,일시정지 버튼 눌러도 안멈춤ㅋㅋㅋㅋ 끄려면 무조건 앱 자체를 들어가서 해야되는데 뭐 이딴 호환이 다 있지,0,1
5780,나만그런가 덕분에 차에서 블루투스로 들을때도 다음곡으로 안넘겨지네요 ㅎㅎㅎ,0,1
5781,운전중이니 폰은 못만지고 그냥 끝까지 들어야함ㅎㅎㅎㅎ요금제 다양하고 좋아서 정착해보려 했는데 이거 너무 불편해서 걍 다시 ㅁㄹ으로 넘어가야겠네요ㅋㅋ,0,1
5782,랜덤재생할때 장르별 랜덤재생기능만들어주세요,0,3
5783,발라드만듣고싶을때가있고 신나는노래만듣고싶을때있는데 그럴때 쓰면좋을거같아요,0,3
5784,음저만 그럴꺼 같은데 에어팟으로 노래를 듣다가 치지지지지지 소리가 들려서 깜짝 놀래서 에이팟을 빼서 다시 재생을 했는데 이번에는 휴대폰에서 치지지지 소리가 나네요ㅠㅠ 진짜 그것만 제외하면 모든것이 완벽한데 아쉽네요,0,1
5785,네트워크 오류라하면서 계속 안되길래 앱을 삭제햇다 깔앗더니 재생목록 플레이리스트 전부다 삭제그럴꺼면 로그인 왜해요,0,5
5786,걍 일일권내고 방문자로 듣지,0,0
5787,안드로이드 폰이랑 아이패드 번갈아가며 이용중인데 늘 와이파이에서 데이터 넘어가면 네트워크 땜에 로그아웃 되고 지금은 오류로 아에 어플에 노래재생이 안되네요 폰이랑 패드 둘다요 할인 때문에 쓰는데 개선없으면 곧 탈주 할 것 같아요,0,2
5788,시리가 지니뮤직 인식못해요,0,1
5789,한달전만해도 됐는데 이번 업데이트 때문에 그런거 같아요,0,3
5790,애플워치 단독재생이라니 진짜 편해질것 같아요,1,-1
5791,지니 일냈다,1,-1
5792,지니와 일 째 잘 지내고 있습니다요,1,-1
5793,애플워치에 단독재생 기능 넣어주세요,0,3
5794,지니뮤직 너무 좋습니다,1,-1
5795,애플워치 쓰고있고 버전도 최신버전인데 몇일째 로딩중으로만 떠서 지웠다,0,2
5796,다시 깔아도 로딩중으로 튕깁니다왜이런거에요,0,2
5797,너무 잘 쓰고있습니다,1,-1
5798,다만 업데이트한지 꽤 지난 것 같은데 위젯기능은 언제 업데이트되나요,0,3
5799,혹시 재생속도를 나 배속등 속도를 조절할수맀게 해주실수 있나요 앱은 괜찮아서 개드려요,0,3
5800,이게 자주 쓰는 기능도 아닌데 이게 왜 제일 위에 떠있는거죠,0,3
5801,플레이리스트를 누를 수 있게 해둬야지 쓸데없는 곡추천이 그 아래고 플레이리스트는 더 내려야 하네요,0,3
5802,제가 담아 놓은 노래 트는게 가장 많이 하는 일인데 이걸 아래에 담아놓고 업데이트 하면서 곡 추가하면 맨 아래도 맨 위도 아닌 중간에 들어가구요,0,3
5803,대체 이딴 업데이트는 왜 하는건가요 업데이트 해서 좋아진게 하나도 없네요,0,3
5804,다음 업데이트 때도 이러면 갈아타겟습니다,0,0
5805,전에도 같은 증상이었는데 로 업뎃하고 나서도 지니어스탭에서 검색어 입력하려고 하면 어플이 꺼져요,0,1
5806,아니 제가 일마다 자동결제라고 해서 시 땡치면 결제되는 줄 알고 있다가 아침에 폰 봤는데 이용권 다시 구매하라고 해서 원 했더니 시 분쯤에 자동결제 되네요,0,2
5807,아니 미리 알림이라도 띄워주고 했으면 이 시간에 결제 되겠구나 하고 말았을텐데 자동결제 끊긴 줄 알고 결제 했더니 이렇게 자동결제 되는거면 돈 원 날렸는데 어쩌라는거에요,0,3
5808,개빡쳐서 지니뮤직 다음달부터 이용 안하려고 하는데 원 환불 좀 부탁드리겠습니다,0,3
5809,업데이트 후 어플 실행 안된지 몇일 된 거 같은데 언제 해결되나요 지웟다 깔기에도 재생목록 저장해둔 게 없어서 마냥 기다리고 있습니다,0,1
5810,피드백이라도 빨리 해주세요ㅠㅠ,0,0
5811,잠김화면에서 앨범커버가 플레이리스트첫번째앨범커버로 고정되서 노래가 바껴도 변하지 않아요ㅜㅜ,0,1
5812,스포티파이도 곧 들어올텐데 외국곡이나 특정장르는 막혀 있는게 많네요,0,4
5813,대중적인 팝이나 가요말고 다양한 장르락헤비메탈인디월드뮤직가 대응되면 좋겠어요,0,4
5814,그리고 업데이트 관련 코멘트를 보니 소듕하다느니 이런 표현말고 좀 정확하고 정확한 국어를 써주셨으면 좋겠어요,0,0
5815,장난치는것도 아니고,0,0
5816,노래 다운 받아서 항상 저장곡 따로 들어가서 추가 하는거 너무 귀찮음,0,3
5817,차라리 플레이 리스트 바로 연동하면 분 미리 듣는 노래 있어도 바로 정리 가능한데 이건 이중작업하니까 진짜 왕 불편하네요,0,3
5818,멜론 썼을땐 스트리밍 다 연결돼서 엄청 편했는데 ㅜㅜ 이건 노래 다운받으면 저장곡까지 들어가서 추가해야 함 ㅠㅠㅠ,0,3
5819,진짜 불편해요,0,3
5820,번번히 아침마다 앱 켜면 계속 네트워크 문제라고 해서 다른 어플 켜보면 잘 켜져요,0,5
5821,네트워크 문제 너무 많다,0,5
5822,핸드폰도 껐다가 다시 켰는데 ㅈㅣ니 앱만 또 안돼요 이게 한두번이 아니에요,0,1
5823,제가 개발자가 아니라 저도 모르고 하는 소리겠지만 제발 좀 이용할 수 있게끔 해주세요,0,0
5824,엠넷에서 지니뮤직으로 넘어오면서 이용권도 같이 넘어온다거 햇는데 노래가 분 미리듣기가 되서 지니 이용권 구매했는데 찾다보니 이용권이 두개가 되어있네요,0,2
5825,중복구매는 당연히 안되게 해놓을줄 알았는데환불좀 해주세요,0,2
5826,계속 서버연결 불가 오류떠서 어플 지우고 재설치했더니 로그인하려고 하면 튕겨요 ㅡㅡ,0,2
5827,아래 후기보고 설 전에 고객센터로 문의했는데 답도없고다른분들도 같은 오류 뜨는거같은데 앱 좀 확인해보세요 ㅡㅡ,0,2
5828,별 하나도 아까움,0,0
5829,제가 가족에게 이용권선물을 받았는데 그이용권이 저한테 왔는지 확인이 안돼서 사용을 못하고 있어요,0,2
5830,근데 저희 아빠 휴대폰을 보면 보내졌다 라고 나와있어요,0,2
5831,제 폰기종은 아이폰입니다,0,0
5832,마이뮤직에 들어가서 보관함이 들어가면 기타에 선물받은거확인 보낸선물확인 이런데 없어요,0,2
5833,핸드폰 잘터지고있고 다른 어플들은 잘만 되는데 지니만 계속 네트워크 연결이 안된다고 로그인도 노래재생도 안되네요,0,5
5834,이런게 뜨는데 이거 왜 이러는거죠,0,0
5835,옛날에도 한번씩 지니 들어와서 재생버튼 누르면 렉걸리더니 껏다켜야 재생이 되다가 요근래에는 잘썼었는데 며칠전부터 계속 재생누르면 또 렉걸리면서 재생이 안되니까 매번 들을때마다 핸드폰을 껐다 켜야 재생이 되더라고요 왜이러는거에요,0,1
5836,노래 잘 듣다가 갑자기 네트워크 연결 불안정하다며 자동로그인 끊어지고 암거도 안되네요지니 홈페이지 들어가도 응답없음이라 나오는데 이런 상황이면 공지라도 남겨야하는거 아닌가요빠른 조치바랍니다,0,5
5837,애플워치로 지니 앱을 들어가면 소리를 조절할 때 오류가 생기는거 같아요 부탁드립니다,0,1
5838,노래 듣고 있다가 다른 곡으로 눌러서 들으면 바로 잘 들렸는데 버퍼링 속도가 너무 느리네요,0,2
5839,원하는 곡 듣고 싶어서 누르면 계속 기다려야하네요,0,2
5840,다른 노래 듣고 싶어서 다음다음 누르면 또 버퍼링 걸리구 업데이트하고나서 계속 그러네요 ㅠㅠ,0,2
5841,도 깔끔하고 잘 쓰고 있는데 데이터 잘 터지고 있는데 이 앱만 음악재생 로딩중인건 진짜 아닌거같아요,0,2
5842,이거 때메 멜론으로 갈아탈까,0,0
5843,생각중입니다,0,0
5844,별 하나도 안 주고 싶은 어플 스트리밍 오류 너무 심함,0,1
5845,재생이 분명 되고 있는데도 노래가 안 나옴 분 이상까지도 안 나옴 다음곡으로 넘기면 더 심함,0,1
5846,아무리 음질이 좋으면 뭐해 노래가 안 나오는데 캐시 메모리가 없는 것도 아니고 저장공간 차지하고 있으면서 바로 안 나오는 건 대체 무엇 어플 먹통되는 경우도 허다하고 참다참다 구독 끊었음,0,1
