id	document	id
715	저렴해서 넘어왔습니다	1
716	근데 몇가지 기능들이 불편합니다	0
717	재생목록에서 눌러도 재생이 안되는 노래들이 존재함 이유가 뭔지 전혀모르겠음 다른노래 듣다가 그 노래 눌러도 재생이 안됨	0
718	재생버튼을 눌러도 재생이 안되는 노래가 존재함 목록에 추가하고 잘 들었던 노래임	0
719	잠금화면에서는 앞뒤버튼을 꾹 눌러도 되감기빨리감기가 되질 않음	0
720	간헐적으로 다음곡 재생로딩이 너무 느림 이정도가 있네요	0
721	다른건 다 참을만한데 가지는 너무 불편합니다 ㅠㅠ	0
722	개선되었으면 좋겠습니다	0
723	음원이랑 노래는 좋은데 반응이 좀 느리네요	0
724	차에서 항상 노래 듣는데 보스 오디오라서 무손실음원 지니로 넘어왔는데 소리는 좋은데 다음곡으로 넘어가는게 약 초 정도 느려요	0
725	기존 멜론 쓸때는 다음곡 하면 바로바로 넘어갔는데 다음곡 넘어가는데 시간이 걸리네요 개선하는 방법이있나요 사용자가 개선하는 방법이 없다면 해주세요	0
726	앱이고 모바일이고 문제가 많네요 멜ㅇ 쓰다가 넘어왔는데 앱만 실행시키면 노래 멈추고 뒤로 가기 누르면 추가하지도 않은 곡추가가 되면서 노래가 다시 시작되고 앱 나왔다가 들어갈 때도 그렇고 한곡만 계속 들으라는 얘긴가요	0
727	다크테마 이쁘고 잘쓰고있는데요	1
728	재생목록에서 순서대로 재생하고 있으면 끝나고 한 곡 넘어서 재생됩니다 있으면 중간에 하나씩 안트네요	0
729	그리고 재생목록에서 옆으로 스와이프하멸 플레이스트앨범로 넘어가잖아요	0
730	그 화면에서도 편하게 삭제 추가 가능한 시스템이였으면 좋겠습니다	0
731	딴건 괜찮은데 문제 노래 정리 할려고 스크롤업다운하면 다른노래의 위치가 혼자 바뀜	0
732	문제 와 비교 되는 확연한 음악 일시정지재생 반응속도노래 전환속도 가 더 빠름 문제 노래 배속 할 경우 톤 다운 톤 업 너무 심한거 아닌가요 안드로이드랑 차별 둔다니 별로네요 고쳐주시면 좋겠네요	0
733	요새 갑자기 네트워크가 연결되어 있지 않습니다	0
734	창 뜨면서 노래 선택도 안되고 검색도 안되고 그런데 다음 노래 넘어가는 건 잘 재생됩니다 ㅋㅋㅋ	0
735	상상 이상으로 불편하네요	0
736	지금 듣고싶은 노래 못들으면 구독 왜하겠습니까	0
737	지금도 그냥 유튜브로 노래듣는데 통신사 할인때문에 쓰는데 이번 구독기간에 수정 안되면 미련없이 옮기겠습니다	0
738	시도 때도없이 멈추고 오류 보내기 누르면 보낼수 없다고 하고 인터넷이고 다른 프로그램이고 다 멀쩡한데 왜 이런건가요 돈 내고 쓰는건데 너무하다는 생각밖에 안 드네요	0
739	만 뜨고 요청하신 서버의 응답이 늦어 일시적으로 연결에 실패했습니다 라고 몇번 뜨면서 결국 노래는 안나오네요	0
740	왜 꼭 지니앱을 들어가서 플레이 버튼을 눌러야지만 노래 실행이되나요 이어폰 재생버튼눌러서 실행시킬수있게 오류 수정좀 부탁드립니다	0
741	최근 업데이트때문에 그런것같은데 일부라고 하기엔 너무 많은 곡들이 서버와의 연결이 만료되어 재시도 합니다	0
742	메세지가 뜨면서 재생이 안됩니다	0
743	재생이 되는곡도 있고 안되는 곡도 있기에 네트워크 문제는 아니고 앱도 한번 지웠다가 다시 깔았봤으나 여전히 똑같습니다	0
744	해결방안 답변부탁드립니다	0
745	지니 앱 쓰면서 연결이 원활하지 않다는 오류를 너무 많이 봄 이용권을 구매해서 쓰는건데 음악듣는 어플에서 음악 플레이가 안되는건 주기능 문제 아닌가요 업데이트 할때 신규기능보다 플레이어 연결 끊기거나 늦어지는것 부터 처리 됐으면 좋겠네요	0
746	네트워크 자체 문제 없을땐 앱 에러처리를 좀 해주세요	0
747	다른 네트워크는 멀쩡한데 자꾸 네트워크 문제하고 떠요 빠른 개선 부탁드립니다	0
748	너무 좋아요	1
749	개선해야 할 부분 두가지 입니다	0
750	플레이리스트 탭이 선택되어있는데 기본 플레이리스트가 나오는 일시적인 버그 권리사 요청 금지곡이라는 팝업이 뜰 때 자동 재생이 중지되는 현상 이 두가지입니다	0
751	다음 업데이트 때 개선이 된다면 지니를 꾸준히 지인들에게 추천하며 이용할 생각입니다	0
752	뮤직허그를 주로 사용하는 사용자입니다	0
753	업데이트 된 후 실시간 인기디제이는 입장전에 재생곡 앨범사진만 나오고 어떤곡인지 안나와서 불편합니다	0
754	또 뮤직허그 입장해서도 예전에는 하단에 위치한 현재 재생곡부분을 누르면 나오던 플레이 상황과 가사 화면이 안나와서 불편합니다	0
755	좋은부분으로도 많이 개선되었지만 기존의 만족스러운 부분들도 사라진것같아 아쉬워요	0
756	다른 분들이 다 잘 써주셨는데요 잠금화면에 나오는 컨트롤러가 문제인지 뭐가 문제인지 안드로이드오토랑 연동되면 여러가지 문제가 생기네요	0
757	그냥 써도 곡 정보가 안넘어가고 불편해요	0
758	이전으로 돌려주세요	0
759	자동 업데이트해놓은게 후회됩니다	0
760	다른 회사 사용하는 간단한 방법이 있었네요	0
761	이게 뭐라고 괜히 스트레스 받았네	0
762	사용을 오래 하던 사용자인데 어느 순간부터 차에 잘 연결 되어서 나오던 아이가 다른 노래로 선택해서 바꾸면 연결이 안된다는 이야기만 나오구요	0
763	상단바에 어떤 노래가 나오는지 확인 하는 아이는 나오는 노래와 전혀 다른 노래로 뜨고 그러네요ㅠㅠ	0
764	얼른 수정 부탁드려요 불편한 점이 갑자기 늘어나서 사용하기가 힘들어지네요ㅠㅠ	0
765	별로인데 포인트 땜에 듣고있음 ㅎ	0
766	추가로 음질차트선곡 등 괞찬은데 블루투스로 차에서 듣는데 오류가 나더군요	0
767	어플종료하고 알림창에 떠있는 것도 지웠지만 음악이 계속나옴 심지어 어플을 다시 실행하면 음악이 중복으로 나옴 이건뭔가 싶었지만 시동끄기전까지 계속 그런상태임	0
768	씨디나 라디오로 돌렸다가 다시 블루투스 키면 또 그럼 아무렇지도않게 음악이 중복으로 곂쳐서 나옴 그래서 설정을 살펴보니 기본 플레이어 로 선정하는 기능을 발견함 왠지 이기능이 오류를 일으킨게 아닐까 싶은느낌이 드네요 참고로 차량은 올뉴쏘렌토입니다	0
769	친절한 답변에 성의를 느낍니다 수고하세요	1
770	울지마세요	0
771	대체 왜 음악의 이나 피아노버젼은 그렇게 많으면서 없는 곡들이 있나요	0
772	또 검색이 안되요 홈 기능 기능 같은 건 정삭적으로 작동되고 와이파이도 아무 이상 없는데 유독 검색 기능이 갑자기 안되네요	0
773	뭔가를 검색해도 하얀 배경만 나올뿐 아무것도 없고요 새로고침	0
774	눌러봐도 네트워크 지연 어쩌고 하면서 검색이 안되요 와이파이 지니 데이터 다 껏다 켜봐도 똑같구요	0
775	지니 삭제했다	0
776	다시 깔았는데도 똑같네요	0
777	지니 뮤직 잘 사용하고 있는 사용자입니다	1
778	다른 부분은 다른 사용자분들께서 말씀해 주셔서 넘어가는데 플레이 리스트 여러개 생성해 놓아도 하나의 플레이 리스트에서 음악을 재생 시키면 왜 다른 플레이 리스트에 있는 음악으로 넘어가나요 필요에 따라 구분 해놓았는데 이렇게 전체 무작위로 돌아간다면 플레이 리스트를 왜 구분 해주셨는지 의문이 갑니다	0
779	요즘들어 지니뮤직 앱으로 음악을 재생할때 많이는 아니지만 디스토션이 좀 들리는것 같아요	0
780	특히 뮤직비디오를 재생할때는 좀 많이 섞여나올 때도 있었어요	0
781	이게 비디오 파일 자체의 문제인가요 그렇게 심하지는 않지만 더 편안한 음악 감상을 위해서 조금이라도 개선이 되었으면 합니다	0
782	블루투스 재생시차량버즈플러스 노래 재생 되다가 다음 곡 안넘어 가지는 현상 발생하고 핸드폰에서 다시 노래 재생하면 노래가 두개가 재생됨 핸드폰에서 노래를 끄면 두개 나오던게 한개만 계속 재생되고 꺼지지도 않음	0
783	핸드폰 껏다켜야 정상작동 이런 증상 발생한지 몇달째 리뷰 보니 저만 그러는것도 아니고 담달부터 결제 안합니다	0
784	굿모닝인가 뭐시긴가를 했다가 별로여서 알람 설정해놓은걸 다 없앴는데 알람이 울리더라구요 ㅎㅎ	0
785	인터페이스도 헤제할수있는 알람이 아니고 그냥 노래재생으로 뜨구요ㅎㅎ	0
786	심지어 지금 나오는 노래랑 다른 노래가 재생중이라고 뜨고 노래를 꺼도 초있다가 다시 켜지고 ㅎㅎ 앱을 지웠는데도 계속 소리가 나서 그냥 폰 껐다켰네요	0
787	앱 잘쓰고있어요	1
788	다 부셔버리고 싶네요	0
789	피드백 요청드립니다 워치로 지니뮤직 음악 플레이시 워치핸드폰 선택하여 음악 플레이 현재 플레이시 무조건 핸드폰에서만 노래가 나옴 스포티파이는 선택하여 듣는게 가능함 워치 플레이시 음량 조절기능 는 음량조절 가능함 이메일로도 사진 첨부하여 보내드렸습니다	0
790	꼭 업뎃 됬으면 좋겠습니다	0
791	업데이트하고나서 노래 틀고 앱을 나와서 보통 그냥 노래 끄려면 그냥 백그라운드에 있는 거 지우면 위에 아이콘도 사라졌는데 이젠 백그라운드에 실행중인 지니를 지워도 위에 아이콘은 안 사라져요 조금 불편합니다	0
792	옆으로 밀어도 옵션이 나오고 지워지질 않아요	0
793	방법이 있을까요 전에는 그냥 노래 틀었으면 안드로이드 기준으로 왼쪽 하단 세줄 누르고 지우기 하면 없어졌는데	0
794	음질개선좀 해주세요	0
795	멜론 스포티파이 등등 다른 음원사이트는 음질이 맑고 소리가 보컬과 반주가 구별되면서 넓은느낌을주는데 지니뮤직은 보컬과 반주브금도 별로안되고 특히 저음이나 베이스가 나올에 보컬은 완전히 파묻혀서 잘 안들리고 한분들으면 귀가 먹먹해지는 음질이며 걍 무작적 귀에 때려밖는 느낌 다른 음원사이트들은 공간감도 좋은데 지니뮤직은 공간감 도없고 입체음향효과 있는게 장점이라고 내세우는데 아무리 입체음향효과가 있어봐야 기본음질이 개판이면 도 소용없구요	0
796	마찬가지로 입체음향효과키면 귀가 더 먹먹해지고 다른음악재생하면 입체음향효과가 꺼져버려요 이럴꺼면 입체음향효과를 건드릴게 아니라 음질을 개선할 생각을 하세요	0
797	여러면으로 그게 시간절약이고 더 도움이 될것같네요	0
798	제발 좀 음질개선 좀 해주세요	0
799	리뷰와 평점만 봐도 특정하기 힘든 조건의 버그가 아닌거같은데 확인이 어렵다고 문의하라고 반복하는건 능력부족인가요 조치하고자 하고 계시긴 한건가요 곡 모아둔게 아까워서 계속 썼는데 그냥 갈아타야겠어요	0
800	이렇게 빌테니까 통신사땜에 쓰고 있는데 음악들은맛이 뚝 떨어져요	0
801	앱 업뎃이후로 그런것 같은데 계속 로그인도 안되고 홈화면 곡정보 하나도 로딩이 안됩니다	0
802	네트워크가 원활하지 않아 접속이 지연되고 있습니다	0
803	라는 에러만 반복할 뿐입니다	0
804	지금 이 구글마켓을 비롯해 유투브 등 인터넷 사용하는 다른 모든 어플은 쾌적하게 정상적으로 사용 가능한데 지니만 주넘게 이상태입니다	0
805	캐시 데이터 날리고 해봐도 똑같고 앱삭제후 재설치하고 모든권한 허용해봐도 똑같습니다	0
806	반달넘게 서비스 이용은 불가능한 상태로 돈만 꼬박꼬박 챙겨가네요	0
807	앱이 백그라운드로 가는것처럼 표시되지않는데 재생됌 인터페이스로 종료불가하고 어플조작 시 중으로 실행되어서 노래 두개가 동시에 나옴 ㅎㅎㅎ	0
808	핸드폰을 홀드해놓은 상태에서 아무것도 만지지 않았는데도 갑자기 노래가 재생되는 현상이 반복되네요 지웠다가 다시 깔아보기도 하고 업데이트도 했는데 개선되지 않습니다	0
809	근무중에 노래가 나와서 곤란했던 적이 한 두번이 아닙니다 ㅠㅠ	0
810	계속 데이터를 꺼놓을수도 없고 ㅠㅠㅠ 핸드폰은 바꾼지 달밖에 안되서 핸드폰 문제는 아닌 것 같아요	0
811	빠른 개선 부탁드립니다	0
812	저도 정말 평가 안 남기는 스타일인데 남겨봅니다 일단 플레이리스트 추가 순서 바꾸기 시스템이 이상하게 불편합니다	0
813	자연스럽지도 않고 굳이 한 번 더 어딜 들어가서 바꿔야한다는게 별로에요 그리고 서버와 연결 만료 되었다고 다음 노래 나와야하는데 뚝 끊겨서 귀찮게 들어가서 다시 재생 눌러야하는것도 짜증납니다	0
814	또한 앱 깔면 기본적으로 잠금화면이 지니에서 제공되는 다른 잠금화면으로 바뀌는데 이건 뭐 진짜 캐시슬라이드 그런 어플 처럼 그냥 거추장스럽고 하나도 도움 안 되는 잠금화면입니다 가 이 앱을 알고도 계속 밀어줄까 싶습니다	0
815	스포티파이도 한국에서 운영하는 마당에 변화가 필요합니다	0
816	혼자 몇 년은 뒤떨어진 시스템 같아요	0
817	많은 사람들이 고생해서 어플을 만들었는데 이렇게 말씀드려 죄송합니다 하지만 저도 돈 내고 사용하는 유저 입장에서 꼭 말하고 싶었습니다	0
818	그냥 갈아타야겠어요	0
819	언젠가부터 노래를 듣는 도중 전화통화를 하면 듣던 노래를 처음부터 다시 들어야 하는 문제가 있습니다	0
820	또한 음악 감상 도중 잠시 멈추고 다른 작업을 하다 다시 들을때도 그 전엔 멈췄던 그 부분부터 다시 재생이 됐던거같은데 이제 어플 자체가 종료되어있는 것 같습니다	0
821	제 핸드폰 설정의 문제일까요	0
822	어플 문제라면 업데이트시 반영 부탁드립니다	0
823	잘듣고있는데 문제는 블루투스 자동연결시 노래 플레이가 두가지가 된는경우가 자주발생합니다	0
824	플레이어에서 정지를 해도 한개는 꺼지지도 어디서 플레이가 되는지에대한 확인도 불가합니다	0
825	환장하겠네요	0
826	결국 핸폰을 껏다 켜야 꺼집니다 개선해주세요	0
827	그리고 로그인상태서 자꾸 네트워크 오류는 왜뜨는가요 자꾸 재로그인하라네요	0
828	뮤직 컬러 시스템 너무 좋고 색마다 이름도 예뻐서 매일 음악색이 궁금해지는데 뮤직컬러 선정 기준을 잘 모르겠어요	0
829	하루 종일 듣던 국악이나 클래식이 아니라 한 곡 잘못 넘어간 힙합으로 뮤직컬러가 바뀌고 마찬가지로 흥타령이 댄스곡 목록에 들어가있고 뮤직컬러가 대략 어떤식으로 선정된다는 알고싶습니다	0
830	지니 뮤직을 정말 잘 쓰고 있는 사람입니다 하지만 최근 제가 이별은 매드클라운 이 노래가 모바일에서 재생이 오류가 나 리뷰를 써봅니다 갑자기 노래가 일정 부분들이 안나오고 넘어가져 분노래가 분쯤 정도로 짤려서 나오더군요 빠른 조치 부탁드립니다 핸드폰을 껐다 켜보고 지니 뮤직을 삭제했다	0
831	다시 깔아봐도 다른 노래는 재생이 잘 되지만 이 노래만 문제가 있어 제 핸드폰 문제는 아닌거 같아 글을 써봅니다	0
832	갤 파이브지 사용유저인데요	0
833	평소에 블루투스연결해서 차에서 쓰고있는데 업데이트하고나니 곡이 넘어갈때마다 소리가 나서 확인해보니 알림유형에서 알림을 켜두니 재생넘어가거나 실행시 알림	0
834	소리가나네요그렇다고 다른 어플이 있으니 안할수도없고 지니만꺼두자니 실행이되는지 안되는지도 알수없고엠넷때부터 년을 넘게 사용하는데 좀 많이 불편하네요	0
835	수정좀부탁드려요	0
836	핸드폰이 너무 느려져서 서비스센터에 다녀왔는데 핸드폰을 느리게만드는 어플리케이션 항목에 지니뮤직이 포함되어 있다더군요 핸드폰기종은갤럭시구요 삼성서비스센터 다녀왔습니다	0
837	지금 지니뮤직을 년정도 사용중인데 처음에는 느리지않았고 업데이트과정에서 변질된것닽다고 수리기사님 소견을 들었습니다	0
838	리뷰달려고 들어오니 급식시절 달았던 혹평이 있는데그건 지워야겠네요	0
839	거즘 년 정도 사용하고 있는데 마지막엔 결국 지니로 돌아오게 되더라구요ㅎㅅㅎ	1
840	최근에 생긴 뮤직컬러 너무 맘에 들어요	1
841	왠지 감성돋고 귀엽고 소중하고 그래서 좋아요	1
842	또 뮤직컬러 캘랜더 종종 보는데 신기하게 그 때 그 때의 컬러들이 제 감정이나 텐션을 대변해주는 것 같아 신기하네요	1
843	뮤직컬러는 절대 없애지 말ㅠ아ㅜ주세요ㅜ 이건 계속 개발되었으면 좋겠어요ㅜ	1
844	하나의 요청이 있다면 광고에 쓰여진 음악 같은 경우 제목 옆에광고 뭐시기 이런게 없었으면 좋겠어요	0
845	감성을 살짝 깨부시는 것 같아서요ㅠ 어쨌든 잘 쓰고있네요 번창하세요	1
846	하뚜	1
847	플로팅 플레이어 설정 추가 해주세요	0
848	가사가 뜨는 기능인데 가사가 배경에 묻혀서 잘 안보여요 불투명하게 하면 안 예쁘고 투명하게 해야 예쁜데 투명하게 하면 배경때문에 글자가 안 보이고 가사 색깔을 설정할 수 있도록 설정하는 기능이 추가되었으면 좋겠어요	0
849	못해도 흰색 검은색 지니 로고색으로 라도요 그리고 개인적으로 싫어하는 장르나 곡을 목록에 추가되지 않도록 하는 헤이트목록 같은게 있었으면 좋갰어요	0
850	누르면 취향에 맞지 않는 곡이 항상 끼여있어서 일일이 삭제하는 것도 스트레스입니다	0
851	핸드폰에서 지니앱을 통해서 들을 때는 여러 개의 마이앨범 중 내가 선택한 앨범만을 들을수 있는데요 안드로이드 오토에 연결하면 마이앨범을 선택해서 재생시켜도 마이앨범이 재생되는 게 아니라 내가 들었던 모든 곡들의 재생목록이 재생됩니다	0
852	마이앨범을 선택했을 때 마이앨범에 저장된 노래만 들을 수 있도록 오류 수정해 주세요	0
853	M사 쓰다가 지니 넘어온지 년된거같습니다	1
854	그동안 정말 편하게 잘 사용했습니다	1
855	만 갤럭시 노트으로 기기변경을 하고 나서 가사와 싱크가 맞지않고 다른 갤럭시 리뷰분들처럼 하단 노래 바분초 나오는도 노래랑 상관없이 혼자 바뀌네요	0
856	이런식 어플을 재설치해도 변함이 없고 음질재생목록설정에서 로 설정을 했음에도 같아요 해결방안 부탁드립니다	0
857	값도 저렴하고 다 좋은데요	1
858	정말 아쉬운 점이 제가 휴대폰 기종이 갤럭시인데요	0
859	제가 알기로는 화면이 엣지입니다	0
860	엣지 기능 중 하나가 옆에 튀어나온 부분을 끌어서 활용하는 것인데요	0
861	멜론 같은 경우에는 엣지 화면에서엣지 기능을 저는 이렇게 불러요 곡을 설정할 수가 있더라고요 그래서 지니도 찾아봤는데 없어서 이렇게 리뷰를 올립니다 보니까 갤럭시 앱스에서 엣지 전용 앱 형식으로 엣지 화면에 추가하거나 꾸밀 수 있는 것 같아요	0
862	제가 결코 짧지 않은 시간 동안 제 소중한 엄지손가락을 희생하면서 쓴 글이니 제 조언 아닌 조언을 꼭 읽으시고 참고하셨으면 해요	0
863	제가 쓴 리뷰가 도움이 되길 바랍니다	0
864	업데이트 후 재생상태에 문제가 있어요	0
865	상단바에서 재생중인거 제거도 하고 어플을 모두 종료해도 노래가 일시정지되지 않고 계속 재생되거나 재생버튼을 누르면 다음노래랑 듣고있던 노래랑 같이 재생되기도 하구요	0
866	뮤직허브 듣는것도 중간중간 로딩이 안되고 끊겨요 폰 껐다가 어플 다시시작하면 이 증상이 없어지긴 함	0
867	제가 지니 거의 년넘게 쓰고있는데 자꾸 차량블루투스 연결은 물론 이어폰 등 심지어 그냥 재생할때도 네트워크에 접속 실패라고 뜨는경우가 너무 빈번합니다	0
868	그래서 멜론으로 바꾸려고도했는데 고쳐지겠지고쳐지겠지 했는데 하다못해 글남깁니다	0
869	노래가 한곡나오고 끊기는건 거의 일반적인 상황이고 네트워크에 접속실패 이부분만 좀 개선부탁드릴께요	0
870	제발 부탁드립니다 계속 이렇게하면 어플이용자 다떨어져나갈꺼에요	0
871	저만이런게 아닐껍니다 꼭 개선부탁드립니다	0
872	자동차로 지니뮤직을 듣고있습니다	0
873	차가 두대 인데 둘다 증상은 같습니다	0
874	시동을 껐다가 어디갔다가 다시 노래를 들으면 듣고있던 노래는 잘나오는데 그 다음 노래는 안나와요 오류 뜨면서 그래서 제가 그 음악을 넘겨버리면 이제 노래가 넘긴 노래와 이전에 재생했던 노래가 동시에 나옵니다	0
875	음악 프로쓰면서 이런적은 첨이네요	0
876	다시는 지니 안씁니다 별점이 점이면 본사에서 제대로 대처해야하지 않을까요 맨날 앵무새마냥 개선하겠다 말만 하시네요	0
877	제대로 개선 안하시면 점점 사람들이 빠져나갈겁니다	0
878	음악 어플은 많아요	0
879	정지하고 앱을 꺼버려도 노래가 계속 흘러나와요 그래서 폰을 껐다켜면 안그럽니다 폰을 바꾼 후 지니를 쓴지 이제 달인데 벌써 증상이 번정도는 있었어요	0
880	이미 다른 어플로 옮겼습니다	0
881	다음달 돈은 빠져나갔지만 그냥 없는셈치고 옮겼어요	0
882	수고하세요	0
883	현재 차량 블루트스와 연결하여 사용중입니다	0
884	사용중에 전화가 와서 통화후 통화를 종료하면 노래가 자동으로 재생되지 않습니다	0
885	정지 후 다시 플레이 버튼을 눌러야 합니다	0
886	가끔 나올때가 있는데 그러면 듣던 부분이 나오는게 아니라 처음 부터 재생이 되네요 차량 문제인지 어플 문제인지 궁금합니다	0
887	지니 뮤직이 정말 잘 됐으면 하는 맘에 글을 남깁니다	0
888	음악을 추가 할 때 듣던 음악이 끊기고 넘어감	0
889	물론 앨범에 들어가서 버튼을 누르면 재생목록에 추가가 되지만 앱을 처음 다루는 사람은 잘 모르기 때문에 재생버튼을 누르게 됩니다	0
890	이 메뉴에 듣던 음악 유지한 상태로 재생목록 추가가 되었으면 합니다	0
891	플레이 리스트 만들기가 어렵다	0
892	저는 가수 앨범 단위로 듣는걸 좋아해서 플레이리스트를 만들어 거기에 곡을 추가 하려고 합니다	0
893	근데 플레이 리스트에 추가하려고 해도 앨범 단위 추가가 안됩니다	0
894	현재 재생목록에 추가하고 다시 플레이 리스트로 넘기면 되지만 번거롭고 또 다른 문제가 생깁니다	0
895	플레이 리스트로 넘길때 순서가 바뀐다 위에 말했던 내용처럼 현재 재생목록에 여러 앨범을 추가 시키고 다음에 플레이 리스트로 넘기면 곡 순서가 뒤죽박죽이 됩니다	0
896	몇십곡이 되는 노래를 넘겼는데 순서가 뒤죽박죽이 되면 현자타임이 오네요 업데이트가 되길 희망합니다	0
897	지금 리뷰만 봐도 끊김현상 로그아웃현상 네트워크 오류현상은 소프트웨어상 문제가 명백한데 고객문의로 글을 남겨달라는 동문서답 복붙하시면 돈내고 사용하는 입장에서 답답하지 않을까요 소수가 아닌 다수가 동일한 현상을 겪는거면 어플문제지 폰기종과 설정문제가 아닌데 말이죠	0
898	오래 사용했는데 이럴거면 그냥 해지하는게 나아보이네요	0
899	다양한 음원을 즐길 수 있어 만족스러웠으나 원하는 음원이 없어서 아쉬움이 남는다 깔끔한 디자인과 아침과 저녁을 알려주는 알람기능이 어플 내에 있다는게 정말 좋았다 플레이목록에서 맨위로 기능이 없는게 불편하다 다음 곡을 들을 때 생기는 약간의 페이드아웃 버퍼링이 불편하다	0
900	그래서 반응속도가 느리게 느껴진다 잠금화면이 일반 잠금화면에서 지니잠금화면으로 넘어갈때의 텀이 있다 지니의 문제인지 휴대폰의 문제인지 알 수 가 없다 전반적으로 타 경쟁 어플과 비교했을때 빠지는 부분이 없는 예쁜 음악어플이라 생각합니다 어플 잘쓰고 있어요	0
901	KT라서 자연스럽게 지니쓰는데 한달 써보고도 이런 상황이면 다른 스트리밍 어플로 넘어가렵니다 진짜 너무해요	0
902	통신사 혜택으로 옮겨서 쓰는중입니다	0
903	이전에 쓰던 플렛폼 아예 멜론이라고 밝힐께요 넘어왔을때 제일 불편하고 통신사 혜택 버리더라도 다시 이전 플렛폼으로 넘어가고 싶은 기능은 딱하나입니다	0
904	검색을 해서 노래하나를 플레이하면 노래가 끝나고 다음으로 넘어가는 기능이 없습니다	0
905	멜론은 운전중 듣고싶은 노래 하나 검색해도 이전에 듣던 노래로 자연스레 넘어가는데 지니는 플레이에 넣거나 내 뮤직에 넣어야 다른곡으로 넘어가던가 하지 한곡만 검색 했을때는 바로 거기서 끝나기 때문에 너무 불편해요	0
906	특히 운전할때요 이 의 기능때문에 다시 타 플렛폼으로 옮길지 진지 하게 고민중입니다	0
907	최근 달전 부터 연결끊김이 정말 말도 못할정도로 심합니다	0
908	개선도 하나도 안되고 왜 이런가요 곡중에 곡은 재연결 한다고 뜨고 노래 버퍼링까지 쓰고싶지 않을정도에요 최근에는 또 노트인데도 앱 자체가 불안정한건지 계속 알수 없는 오류 어플 리부팅 일시정지 재생다음곡 등 모든 버튼류 누르면 제때 반응하지도 않습니다	0
909	개선은 커녕 계속 상황만 나빠지고 돈내고 쓰는데 이런건 좀 아닌거 같아요	0
910	업뎃 후 너무 불편해져서 리뷰 남깁니다	0
911	지니의 좋은 점이 다음 음악 미리 확인 할 수 있어서 원하는 노래로 바꿀 수 있었고 중복곡 재생이 안돼서 좋았는데 이젠 바꾸고 나면 자꾸 목록이 바뀌어 있다던가 아니면 곡으로 자기 스스로 한정 지어서 반복 재생한다던가뭘 잘못 눌렀나 싶으면 그것도 아닙니다음악 앱 중 제일 좋아하는데 업뎃하고 불편해졌네요	0
912	진짜 너무 하네요	0
913	지니뮤직 사용한지 일정도 됐는데 번이나 자는동안 노래를듣지않았는데 앱에서 비정상적인 데이터 이용으로인해 노트이 불날것처럼 뜨거워져서 잠에서 깼습니다	0
914	앱 비정상적 데이터 이용이 문제된 장면을찍어놨으니 원하면 메일에 보내드리겠습니다	0
915	꼭 개선이 있기를 바랍니다	0
916	추가 문제 일 현재 어제배터리 과다사용으로 백그라운드 데이터 제한했더니노래 재생중 노래가 꺼지는 현상이 나타납니다	0
917	지니 그냥 계속쓰는데 세번째 지웠다	0
918	그래도 저렴하다	1
919	오늘은 차에서 블루투스연결해서 음악듣다가 껐는데 음악이 계속나왔음	0
920	귀신인줄어찌해도 안되서 소리줄이고 있다가 보니깐 꺼짐	0
921	그런데 한분뒤 지절로 음악이 켜짐그뒤 아무리 정지를 하고 끌려고 노력해도 안꺼져서 앱지우니깐 멈춤	0
922	일단 월정액 결제된관계로 다시깔았음	0
923	처음 지웠을땐 전체곡을 재생해도 계속 한곡만 나와서임두번째도 마찬가지고 그렇게 지웠음	0
924	오늘은 음악이 멈추지않아서 지움무서웠음	0
925	다 좋은데 딱 하나만 제발 고쳐주셨음 하는 점 저장공간 부족한 건 저도 알고 알아서 관리합니다	0
926	왜 노래 스트리밍이 저장공간 부족때문에 안 되는지 모르겠네요	0
927	플레이리스트에 곡 추가가 안 되는 거면 모르겠는데 말이죠	0
928	막상 저장공간부족 팝업 뜨기 전 찰나에 빠르게 클릭해보면 재생이 되는데 자꾸 어플 켜면 저장공간 부족하다고 확보한 후 다시 시도하라고 뜨면서 플레이리스트 스크롤 노래검색 못하게 하는 게 너무 불편합니다	0
929	요것만 제발 개선해주십사 간곡히 부탁드려요	0
930	엠넷에서 넘어왔는데 오류가 너무 심하네요	0
931	너무 많아서 뭐라 여기다 나열하기도 힘들 지경 상단바로 일시정지 눌러도 노래 꺼지지않음	0
932	앱에 들어가서 종료하려고 하면 노래가 곡이 겹쳐나오거나 한곡이 돌림노래처럼 나옴 앱 강제종료를 해도 노래가 귀신들린 폰마냥 멈추지 않음	0
933	결국 휴대폰 종료후 재부팅을 해야 꺼짐 이어폰을 분리해도 기기에서 노래가 흘러나옴	0
934	물론 정지 안됨 이거 오류 다 어쩌실거에요	0
935	노트 이용자입니다	0
936	환장하겠네요	0
937	그냥 앱삭하고 타음원사이트 넘어가려구요	0
938	며칠 전부터 앱 실행을 해도 화면이 넘어가지 않고 계속 하얀색 혹은 검은색 화면만 뜬 상태에서 도저히 다음 화면으로 넘어가질 않아서 음악을 들으려 해도 들을 수도 없고 계속 유튜브로 음악을 듣고 있습니다	0
939	혹시 내가 업데이트 안 해서 그런건가 싶어서 업데이트를 하고 앱 실행해도 안 되고 삭제 후 번을 내리 다시 깔아봐도 실행이 안 되고 대체 어쩌자는 건지 모르겠네요	0
